cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"58597","0","3548763","5613115","PEOPLEFIRST BANK","Joliet","IL","60435","12/31/2021","5/18/2022","NM","3100 Theodore St","PFB HOLDING CO","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.peoplefirstbank.com","0.562376305978736","0.6314678965779","0","0","0","5.46876143900903","0","7.42264353425148","0.188681279582529","0","","0","","0",""
"6544","10185","577128","1070578","PEOPLES BANK","Marietta","OH","45750","12/31/2021","5/18/2022","SM","138 Putnam St","PEOPLES BCORP INC","129","0","1","4","0","Washington","","","5/26/1902","1/1/1934","9/18/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","https://www.peoplesbancorp.com/","0.12238221878415","2.80397535131885E-02","0","1.58915339243527E-03","0","6.43581126875242E-02","0.113151874476854","5.52678504346566E-02","0.104541573069605","0.315083837235397","0","0.315154051381447","0.254616110839493","0.552797329980919",""
"9489","11773","148238","4262525","PEOPLES BANK","Clifton","TN","38425","12/31/2021","5/18/2022","NM","129 Main St","PB BANCSHARES EMP STK OWNERSHIP PLAN","3","0","0","4","0","Wayne","","","1/1/1890","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","pbbanking.com","0.148269001371908","0.196806241506546","0","0.654185437967034","","-5.04011935002621E-02","","-5.04011935002621E-02","-0.058081950575317","0.480682229460731","","0.480682229460731","0.438796644083266","0.500592367635035","0"
"16265","15434","998844","1249646","PEOPLES BANK","Rock Valley","IA","51247","12/31/2021","5/18/2022","NM","1230 Valley Dr.","PEOPLES BCORP","9","0","1","2","1","Sioux","","","6/1/1945","6/1/1945","8/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.peoples-ebank.com","3.01231626582322E-02","0","0","0","0","0","0","0","0.159633757218526","5.71047872846674E-02","0.375657400450789","4.88243106007343E-02","-5.64950472675229E-02","0.162252058572993",""
"9366","12640","70638","4189314","PEOPLES BANK","Mendenhall","MS","39114","12/31/2021","5/18/2022","NM","160 E Maud Ave","PEOPLES BANCSHARES INC","7","0","1","4","1","Simpson","27140","Jackson, MS","11/5/1908","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.peoplesbank-ms.com","4.65000832602842E-02","2.17429922798499E-02","0.160283124110429","-1.82465278778136E-02","0","5.34572444846516E-02","","5.34572444846516E-02","5.03788489440593E-02","0.548008900993059","","0.548008900993059","0.226261407345954","0.638855171532614",""
"19788","0","819855","2814528","PEOPLES BANK","Lubbock","TX","79424","12/31/2021","5/18/2022","SM","5820 82nd St.","PEOPLES BCORP INC","12","0","0","2","0","Lubbock","31180","Lubbock, TX","2/13/1968","2/13/1968","5/1/2021","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.peoplesbanktexas.com","-4.15827215475426E-04","0","0","0","0","0","","0","0","0.071738818526876","","0.071738818526876","0","0.105879182227698","0"
"15216","14483","715032","1081725","PEOPLES BANK","Lyons","GA","30436","12/31/2021","5/18/2022","NM","299 W Liberty Ave","SOUTH GEORGIA BANKSHARES CORP","2","0","0","4","0","Toombs","","","1/1/1931","7/2/1935","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.ourpeoplesbank.com","-2.3202879013228E-03","-2.78205905754967E-03","0","-5.78382380159171E-03","0","0","","0","0","0","","0","0","0",""
"57058","0","2939391","4639435","PEOPLES BANK","Sheridan","AR","72150","12/31/2021","5/18/2022","SM","1120 S. Rock St.","PEOPLES BCORP INC","2","0","0","4","0","Grant","30780","Little Rock-North Little Rock-Conway, AR","9/13/2000","9/13/2000","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.peoplesbankar.com","4.27257307168096E-03","-3.09480629607393E-03","0","0","0","-1.44489878484012E-02","0","-1.71229944692728E-02","-4.7450035113026E-03","9.84888988941104E-02","","9.84888988941104E-02","0","0.236726411903957","0"
"27398","11115","1293078","1406953","PEOPLES BANK","Paris","TX","75460","12/31/2021","5/18/2022","NM","35 S. Plaza","TEXAS PEOPLES NATL BANCSHARES","2","0","0","4","1","Lamar","","","12/15/1988","12/15/1988","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pbparis.com","4.31699709681945E-02","0","0","0","0","0","","0","0","0.634651999153797","","0.634651999153797","1.05005250262513","0",""
"9328","0","923257","","PEOPLES BANK","Chatham","LA","71226","12/31/2021","5/18/2022","NM","6689 Hwy. 34","","1","0","0","4","0","Jackson","","","1/1/1908","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.thepeoplesbankla.com","4.22716800879251E-02","4.54498502220845E-02","0","0.150974042876628","","-3.22991454568945E-02","0","-3.24518785001669E-02","0.238186848421554","-0.289134331810559","","-0.289134331810559","0.91855480710349","-0.570328651885649","0"
"1562","10019","519445","5420788","PEOPLES BANK","Lebanon","KY","40033","12/31/2021","5/18/2022","NM","265 Old Springfield Rd","KING HARRIS BCORP INC","3","0","0","4","0","Marion","","","9/16/1910","1/1/1934","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","http://www.pboflebanon.com","4.42447857519991E-03","0","0","0","0","0","0","0","0","0","","0","0","0",""
"29523","3589","568470","2237118","PEOPLES BANK","Munster","IN","46321","12/31/2021","5/18/2022","NM","9204 Columbia Ave.","FINWARD BCORP","22","0","1","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1916","1/22/1936","5/22/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.ibankpeoples.com","0.064172086499859","0.061314626381045","0","0.17149384078253","0","-1.55786019953328E-02","0","-1.74904427223696E-02","8.63374520544068E-02","5.66960766314971E-02","","5.66960766314971E-02","0","5.72391123031383E-02",""
"6158","12995","455972","1030947","PEOPLES BANK","Bellingham","WA","98226","12/31/2021","5/18/2022","NM","3100 Woburn St.","PEOPLES BCORP","24","0","0","4","0","Whatcom","13380","Bellingham, WA","1/7/1921","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.peoplesbank-wa.com","4.56265707781623E-03","3.85413358850217E-03","0.010440709300027","0","0","1.29125098547558E-02","0","1.76235607425394E-02","9.33678047268385E-03","7.29896978359218E-03","","8.62605519879076E-03","0","8.67132605920248E-03","0"
"14636","0","723756","3343070","PEOPLES BANK","Coldwater","KS","67029","12/31/2021","5/18/2022","SM","101 E. Main St.","STOCKGROWERS STB EMPLOYEE STK OWNERSHIP PLAN","1","0","0","2","1","Comanche","","","12/5/1905","8/6/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.peoplesbankcoldwater.com","0","0","0","0","","0","","0","0","0","","0","0","0",""
"12230","10084","948250","2618427","PEOPLES BANK","Cuba","MO","65453","12/31/2021","5/18/2022","NM","408 W, Washington St.","PEOPLES BCORP INC","5","0","0","8","1","Crawford","","","6/22/1901","1/1/1934","8/31/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.peoplesbk.com","5.84098031791046E-02","1.57606151683313E-03","0","6.4226900795129E-03","0","0","0","0","-0.040743819162633","1.57950157950158","","1.57950157950158","0.635623146099157","4.3442283822921",""
"14692","11132","968249","1210730","PEOPLES BANK","Clive","IA","50325","12/31/2021","5/18/2022","SM","12701 University Ave.","RIGLER INVESTMENT CO","9","0","0","2","1","Polk","19780","Des Moines-West Des Moines, IA","3/17/1917","8/22/1934","3/25/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mypeoples.bank","5.30824837455001E-02","0.121894247343296","0","-4.13734855877603E-02","1.33032128514056","-2.27226249176305E-02","0","-2.57401913783229E-02","-0.404851470116901","-0.115651503469545","0.21468441391155","-0.187952260125928","-8.17527795945062E-02","-0.331491712707182",""
"5956","12325","220527","2818245","PEOPLES BANK","Newton","NC","28658","12/31/2021","5/18/2022","NM","518 W. C St.","PEOPLES BCORP OF NC INC","20","0","0","4","0","Catawba","25860","Hickory-Lenoir-Morganton, NC","1/1/1912","1/1/1934","8/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","https://www.peoplesbanknc.com","-0.06643477662341","-4.56645117609078E-02","-0.134939221590275","-1.51856208524273E-02","0","-6.16430932639679E-02","4.59344711958055E-02","-0.109904451817201","-0.440969955008542","3.63280072354537","","3.63280072354537","0","4.64641011799183","0"
"17320","10767","922344","1209480","PEOPLES BANK & TRUST","Pana","IL","62557","12/31/2021","5/18/2022","NM","200 S. Locust St.","PEOPLE FIRST BANCSHARES INC","11","0","0","2","0","Christian","","","5/1/1954","5/1/1954","8/7/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankpbt.com","0.120286882786861","0.180031792848524","0","0.278521928104695","0","0.444894662632955","0","0.660904931367565","0.167479441715692","1.03495860165593","","1.03495860165593","0","2.59815242494226",""
"25795","0","109136","3466504","PEOPLES BANK & TRUST","Buford","GA","30518","12/31/2021","5/18/2022","NM","1899 Buford Hwy.","PEOPLES BANKTRUST INC","1","0","0","7","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","12/13/1984","12/13/1984","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.peoplesbanktrust.com","-0.156924284032954","-4.03933692730747E-02","0","0","","-0.164623645020768","0","-0.190607451285134","-0.928291942825202","8.63781636002419E-02","","8.63781636002419E-02","0","0.138811771238201",""
"8903","14347","909055","1097173","PEOPLES BANK & TRUST CO.","Troy","MO","63379","12/31/2021","5/18/2022","SM","430 E. Wood St.","LINCOLN COUNTY BCORP INC","10","0","0","4","1","Lincoln","41180","St. Louis, MO-IL","3/10/1924","1/1/1934","12/11/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","pbtc.net","-0.100928420961297","-2.82940161214716E-02","0","-5.74351332262246E-02","0","0","0","0","-0.671193117031201","-0.022929468953499","","-0.022929468953499","0","-2.46117496492826E-02","0"
"1475","0","28732","1131554","PEOPLES BANK & TRUST COMPANY","Manchester","TN","37355","12/31/2021","5/18/2022","NM","1203 Hillsboro Blvd","PEOPLES BCORP INC","1","0","0","8","0","Coffee","","","7/6/1905","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.bankwithpeoples.com","0.197546780897226","0","0","0","0","0","0","0","1.46774971851375","0.115180833909238","","0.115180833909238","0","0.244578509701614",""
"8117","10834","814711","1357082","PEOPLES BANK & TRUST COMPANY OF HAZARD","Hazard","KY","41701","12/31/2021","5/18/2022","SM","524 Main St","HAZARD BCORP","4","0","0","4","0","Perry","","","3/19/1923","1/1/1934","1/28/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.peopleshazard.com","1.46412485882625","1.24567177897559","0","2.70128166167412","0","0.442227696781229","0","0.476727429459578","2.44577213997704","-0.364534813074649","","-0.364534813074649","0.885216878135143","-0.563380281690141",""
"1365","12788","153353","1248658","PEOPLES BANK AND TRUST COMPANY","Mcpherson","KS","67460","12/31/2021","5/18/2022","NM","101 S. Main St.","PBT BANCSHARES INC","15","0","0","2","0","Mcpherson","","","11/1/1898","1/1/1934","2/19/2021","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.peoples.bank","0.287943690342079","0.623738428480905","21.9935844935845","0","0","0.755647257429192","0","0.911094023610905","-6.10122915362529E-04","0.10393601156853","","0.10393601156853","0.075037894136539","0.147686994456057","0"
"2331","15697","243955","","PEOPLES BANK AND TRUST COMPANY","Ryan","OK","73565","12/31/2021","5/18/2022","NM","517 Washington St.","","2","0","0","4","1","Jefferson","","","3/5/1906","1/1/1934","7/17/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.peoplesbankusa.com","0.339881939122656","0.710624593658809","0","0.866646998082313","","0","","0","0.076568701267212","0","","0","0","0",""
"23090","15605","8033","1084883","PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH","New Roads","LA","70760","12/31/2021","5/18/2022","NM","805 Hospital Rd","PEOPLES BANCSHARES POINTE COUPEE PARISH","4","0","0","4","0","Pointe Coupee","12940","Baton Rouge, LA","3/31/1980","3/31/1980","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.thefriendlybank.com","8.44071605291103E-02","9.06291123467738E-02","0.365556056868667","-0.23692303318344","0","7.94990145270675E-02","","7.94990145270675E-02","2.95617470992536E-02","7.37871241468364E-02","","7.37871241468364E-02","0.24050024050024","2.39601303431091E-02",""
"22537","13233","60330","1136595","PEOPLES BANK OF ALABAMA","Cullman","AL","35055","12/31/2021","5/18/2022","NM","1912 Cherokee Ave, Sw","ALTRUST FINANCIAL SERVICES INC","26","0","0","4","1","Cullman","","","10/24/1977","10/24/1977","8/18/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.peoplesbankal.com","0.038095367095423","-4.52650308707511E-03","0","4.79092337789134E-02","0","-0.159166217073781","-0.262854031523709","-0.12988803121554","0.125527131002768","0.220545283311279","0.497937117655428","0.195175267390116","0","0.245869394177813",""
"12226","15375","941541","1097173","PEOPLES BANK OF ALTENBURG","Altenburg","MO","63732","12/31/2021","5/18/2022","SM","8537 Main St","LINCOLN COUNTY BCORP INC","2","0","0","2","1","Perry","","","1/1/1910","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","peoplesoa.com","-2.27350233033989E-03","0","0","0","0","0","0","0","0","0","","0","0","0",""
"26941","0","639857","1144077","PEOPLES BANK OF DEER LODGE","Deer Lodge","MT","59722","12/31/2021","5/18/2022","NM","430 Main St.","SANDQUIST CORP","1","0","0","2","1","Powell","","","4/9/1987","4/9/1987","8/3/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.pbdl.net","0.168854267510188","0","0","0","0","0","0","0","0.517177687476912","4.84261501210654E-02","","4.84261501210654E-02","6.59369642621654E-02","0",""
"34517","0","2614344","3403161","PEOPLES BANK OF EAST TENNESSEE","Madisonville","TN","37354","12/31/2021","5/18/2022","NM","4511 Hwy. 411","PEOPLES BANCSHARES OF TN INC","11","0","1","4","0","Monroe","","","9/22/1997","9/22/1997","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.PeoplesBank-TN.com","0.146229873360923","-0.045322086922863","0","-0.141964792731403","0","-1.65443174996337E-02","0","-1.93753390684337E-02","1.04770945399571","0.869809920949628","","0.869809920949628","0.936891020836456","0.835048743542937",""
"21692","0","717232","1085415","PEOPLES BANK OF GRACEVILLE","Graceville","FL","32440","12/31/2021","5/18/2022","NM","5306 Brown St","PBG FINANCIAL SERVICES INC","1","0","0","7","1","Jackson","","","7/12/1974","7/12/1974","2/22/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.peoplesgraceville.com","4.96007142502852E-03","0","0","0","","0","","0","0","0.109517029898149","","0.109517029898149","0","0.133351113481798",""
"1730","0","320034","1086775","PEOPLES BANK OF GREENSBORO","Greensboro","AL","36744","12/31/2021","5/18/2022","NM","1402 State St.","GREENSBORO BANCSHARES INC","1","0","0","2","1","Hale","46220","Tuscaloosa, AL","3/7/1904","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.peoplesbankofgreensboro.com","5.96755355879319E-02","0","0","0","","0","","0","4.23944378497541E-02","0","0","0","0","0",""
"18566","11022","821036","1201813","PEOPLES BANK OF KANKAKEE COUNTY","Bourbonnais","IL","60914","12/31/2021","5/18/2022","NM","315 Main St Nw","ROMY HAMMES INC","3","0","0","7","1","Kankakee","28100","Kankakee, IL","6/20/1962","6/29/1962","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.peoplesbankdirect.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"16970","10588","995517","2356701","PEOPLES BANK OF KENTUCKY, INC.","Flemingsburg","KY","41041","12/31/2021","5/18/2022","NM","106 S. Main","PEOPLES FLEMING CNTY BCORP INC","10","0","0","2","0","Fleming","","","4/6/1906","12/27/1950","1/28/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.peoplesbankofky.com","8.05324765514529E-02","6.53159331687372E-02","0","7.09852756256845E-02","0","0.150853399229929","","0.150853399229929","0.261782213308202","1.24951060834506E-02","","0","0","0","0"
"19105","0","418436","","PEOPLES BANK OF MACON","Macon","IL","62544","12/31/2021","5/18/2022","NM","191 N. Front St.","","1","0","0","7","0","Macon","19500","Decatur, IL","5/11/1964","5/11/1964","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","0","0","0","0","","0","","0","0","0","","0","0","0",""
"35604","0","2967796","","PEOPLES BANK OF MIDDLE TENNESSEE","Shelbyville","TN","37160","12/31/2021","5/18/2022","NM","1122 N Main St","","2","0","0","4","0","Bedford","","","12/11/2000","12/11/2000","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","HTTPS://WWW.PBOMT.COM","2.53565640030103E-02","-1.1590440204919E-03","0","0","0","-2.97881467006649E-03","-2.20848056537102E-02","0","0","0.37540789511681","","0.37540789511681","0","0.567214974475326",""
"15792","0","915056","3300260","PEOPLES BANK OF MONITEAU COUNTY","Jamestown","MO","65046","12/31/2021","5/18/2022","NM","105 Row St.","JAMESTOWN BANCSHARES INC","2","0","0","2","0","Moniteau","27620","Jefferson City, MO","1/13/1941","1/13/1941","2/24/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.pbomc.com","-2.49016385278151E-02","-7.5816160972873E-03","0","0","","-1.74733531364669E-02","","-1.74733531364669E-02","-0.261233019853709","-3.92618767177071E-02","","-3.92618767177071E-02","0","-0.098173964264677",""
"4945","0","277736","","PEOPLES BANK OF THE SOUTH","La Follette","TN","37766","12/31/2021","5/18/2022","NM","106 W. Central Ave","","3","0","0","4","1","Campbell","28940","Knoxville, TN","1/1/1917","1/1/1934","12/9/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.peoplesbanksouth.com","-1.28618725675929E-02","-9.84536217805666E-03","-4.69820443168811E-02","0","0","-2.01972871003967E-03","0","-2.1049440926849E-03","0","-0.15692674659469","","-0.15692674659469","-0.235294117647059","-0.144864551644213",""
"15415","0","223452","1097995","PEOPLES BANK OF WYACONDA, MISSOURI","Kahoka","MO","63445","12/31/2021","5/18/2022","NM","310 S. Johnson","CLARK COUNTY BANCSHARES INC","3","0","0","2","0","Clark","","","12/17/1914","8/24/1936","10/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.pbwbank.com","9.7356628456508E-03","8.47457627118644E-03","0","0","0","2.28117800031937E-02","0","2.28770131771596E-02","-8.03169843649604E-02","0","","0","0","0","0"
"22394","0","784159","1119431","PEOPLES COMMUNITY BANK","Greenville","MO","63944","12/31/2021","5/18/2022","NM","101 Sycamore St","GREENVILLE BANCSHARES INC","16","0","0","8","1","Wayne","","","1/3/1977","1/3/1977","1/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.peoplescommunitybank.com","4.41765243425271E-02","0.024613240787548","0","-2.60900849438239E-02","0","4.99062585535211E-02","0.480769230769231","4.52454801325537E-02","5.32714263284211E-02","0.207843701536445","","0.207843701536445","0.246453803603702","7.21691645216387E-02",""
"30065","4674","654579","","PEOPLES COMMUNITY BANK SB OF MONTICELLO, INDIANA","Monticello","IN","47960","12/31/2021","5/18/2022","SA","126 Constitution Plz","","1","0","0","5","0","White","","","1/1/1899","12/16/1939","11/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","https://www.peoplesmonticello.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"8785","13966","129910","1246944","PEOPLES EXCHANGE BANK","Winchester","KY","40391","12/31/2021","5/18/2022","NM","101 N Main St","GENBEACH CO INC","10","0","0","4","0","Clark","30460","Lexington-Fayette, KY","9/13/1912","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.pebank.com","-1.38685714317414E-03","-1.20522222791355E-02","-0.194989788692645","0","0","-1.29435261012676E-03","2.96480773221857E-02","-2.70688007709194E-03","0.104668201800293","0.432933027143019","","0.432933027143019","4.69968982047185E-02","0.690781210751067",""
"70","0","42037","1138870","PEOPLES EXCHANGE BANK","Monroeville","AL","36460","12/31/2021","5/18/2022","NM","2013 Hwy. 21 Bypass","PEOPLES EXC BANCSHARES INC","1","0","0","4","0","Monroe","","","8/23/1907","1/1/1934","1/16/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.pebmc.com","0.185466744386064","-6.91912237851751E-03","0","0","0","-2.04796330049766E-02","","-2.04796330049766E-02","0.501528093409607","0.62613351757492","","0.62613351757492","0","0.6429299871414",""
"29703","3917","210779","3828643","PEOPLES FEDERAL SAVINGS AND LOAN ASSOCIATION","Sidney","OH","45365","12/31/2021","5/18/2022","SA","101 E Court St","PEOPLES-SIDNEY FINANCIAL CORP","3","0","0","5","0","Shelby","","","1/1/1886","1/22/1937","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.peoplesfederalsandl.com","-1.05616472790028E-03","-5.7421367179784E-03","0","0","0","-8.08360386460934E-03","-3.80343830823064E-02","-6.75397302463174E-03","0","0.17940437746681","","0.17940437746681","0.247923639519028","0",""
"30688","5752","363778","","PEOPLES FIRST SAVINGS BANK","Mason","OH","45040","12/31/2021","5/18/2022","NM","225 Reading Rd","","2","0","0","4","0","Warren","17140","Cincinnati, OH-KY-IN","1/1/1909","7/2/1954","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.peoplesfirstohio.com","0","0","0","0","0","0","0","0","","0","","0","0","0",""
"27233","0","1188987","1918755","PEOPLES INDEPENDENT BANK","Boaz","AL","35957","12/31/2021","5/18/2022","NM","121 Billy B. Dyar Blvd.","PEOPLES IND BANCSHARES INC","9","0","0","4","1","Marshall","","","5/2/1988","5/2/1988","4/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.pibonline.com","-2.40636821283846E-03","0","0","0","0","0","0","0","-6.51076347580068E-02","0.409985422740525","","0.409985422740525","0","0.463415890015962",""
"3809","11689","375043","1250437","PEOPLES NATIONAL BANK , N.A.","Mount Vernon","IL","62864","12/31/2021","5/18/2022","N","520 S 42nd St","MARKET STREET BANCSHARES INC","22","0","1","2","1","Jefferson","","","3/1/1909","1/1/1934","8/1/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.peoplesnationalbank.com","0.196452519570045","0.26992454580364","0","0.204511360663211","1.51416921160835","0.257272013071928","0.707343723043303","0.131635555726789","3.88246930853585E-02","0.251329954341725","","0.251329954341725","0","0.436331903134318",""
"926","0","823133","1491801","PEOPLES NATIONAL BANK OF KEWANEE","Kewanee","IL","61443","12/31/2021","5/18/2022","N","207 N Tremont St","PEOPLES FINL CORP OF IL INC","10","0","0","7","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","3/1/1928","1/1/1934","2/27/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.pnb-kewanee.com","0.202223656685836","0.305842121077709","0","0.671460240443501","0","-0.300952299060599","0","-0.304751953677703","-0.222330917337365","0","","0","0","0","0"
"29813","4132","605571","","PEOPLES SAVINGS AND LOAN COMPANY","Bucyrus","OH","44820","12/31/2021","5/18/2022","NM","300 S. Walnut St.","","2","0","0","7","0","Crawford","","","1/1/1888","4/23/1937","2/4/2020","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.psalc.com","6.14299445685088E-02","6.46744402807632E-02","0","0","0","6.89367120432436E-02","0","6.92777589867516E-02","0","0","","0","0","0",""
"34973","0","2732565","2732574","PEOPLES SAVINGS BANK","Indianola","IA","50125","12/31/2021","5/18/2022","NM","400 E. Iowa Ave.","CENTRAL SOUTH BCORP INC","7","0","0","4","0","Warren","19780","Des Moines-West Des Moines, IA","11/20/1998","11/20/1998","10/4/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mybankpsb.com","-1.44945601915601E-03","-8.31270397297374E-04","0","-2.74289726752574E-03","0","0","0","0","-0.006242528473733","9.83284169124877E-02","","9.83284169124877E-02","0","0.175070028011204",""
"225","0","868844","1203910","PEOPLES SAVINGS BANK","Crawfordsville","IA","52621","12/31/2021","5/18/2022","NM","100 S. Main","COUNTRY BCORP","2","0","0","2","0","Washington","26980","Iowa City, IA","10/17/1912","1/1/1934","7/20/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.peoples-savings-bank.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
