CUSIP,CALLTYPE,STARTDT,ENDDT,NEXTCALL,DATE,F,SIMPNDX,FORMULA
3130ANQ78,OPR,2023-02-27,2026-08-27,2023-02-27,FLEX,Q,0,
3130ANQ86,OPR,2022-08-24,2025-02-24,2022-11-24,FLEX,Q,0,
3130ANQA1,OPR,2022-08-18,2033-08-18,2022-08-18,CONT,D,0,
3130ANQB9,OPR,2022-08-26,2026-08-26,2022-08-26,FLEX,A,0,
3130ANQC7,OPR,2021-09-27,2025-08-27,2022-08-27,FLEX,M,0,
3130ANQD5,OPR,2022-08-26,2022-08-26,2022-08-26,ONCE,B,0,
3130ANQE3,OPR,2021-11-26,2024-08-26,2022-08-26,FLEX,Q,0,
3130ANQF0,OPR,2021-10-07,2024-10-30,2022-09-07,FLEX,M,0,
3130ANQG8,OPR,2021-12-10,2026-09-10,2022-09-10,FLEX,Q,0,
3130ANQH6,OPR,2021-12-10,2026-09-10,2022-09-10,FLEX,Q,0,
3130ANQJ2,OPR,2022-02-25,2025-09-25,2022-11-25,FLEX,Q,0,
3130ANQK9,OPR,2021-11-26,2025-08-26,2022-08-26,FLEX,Q,0,
3130ANQL7,OPR,2022-02-25,2025-08-25,2022-11-25,FLEX,Q,0,
3130ANQM5,OPR,2022-02-24,2026-04-24,2022-11-24,FLEX,Q,0,
3130ANQN3,OPR,2022-02-25,2026-08-25,2022-11-25,FLEX,Q,0,
3130ANQP8,OPR,2022-02-25,2024-06-25,2022-11-25,FLEX,Q,0,
3130ANQQ6,OPR,2022-02-25,2025-06-25,2022-11-25,FLEX,Q,0,
3130ANQR4,OPR,2022-02-25,2025-02-25,2022-11-25,FLEX,Q,0,
3130ANQS2,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANQT0,OPR,2022-08-25,2036-08-25,2022-08-25,CONT,D,0,
3130ANQU7,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANQV5,OPR,2021-12-10,2025-06-10,2022-09-10,FLEX,Q,0,
3130ANQW3,OPR,2022-09-09,2022-09-09,2022-09-09,ONCE,B,0,
3130ANQX1,OPR,2022-02-24,2025-12-24,2022-11-24,FLEX,Q,0,
3130ANQY9,OPR,2022-08-23,2028-08-23,2022-08-23,CONT,D,0,
3130ANQZ6,OPR,2022-08-25,2031-08-25,2022-08-25,CONT,D,0,
3130ANR36,OPR,2022-06-07,2028-09-07,2022-09-07,COUP,Q,0,
3130ANR44,OPR,2021-12-08,2025-12-08,2022-09-08,FLEX,Q,0,
3130ANR51,OPR,2022-02-24,2024-12-24,2022-11-24,FLEX,Q,0,
3130ANR85,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANR93,OPR,2022-02-25,2031-08-25,2022-02-25,CONT,D,0,
3130ANRA0,OPR,2021-12-09,2025-09-09,2022-09-09,FLEX,Q,0,
3130ANRB8,OPR,2021-12-17,2024-12-17,2022-09-17,FLEX,Q,0,
3130ANRC6,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANRD4,OPR,2023-09-15,2023-09-15,2023-09-15,ONCE,B,0,
3130ANRF9,OPR,2021-11-26,2026-08-26,2021-11-26,CONT,D,0,
3130ANRG7,OPR,2021-11-24,2028-08-24,2021-11-24,CONT,D,0,
3130ANRH5,OPR,2021-11-26,2031-08-26,2021-11-26,CONT,D,0,
3130ANRJ1,OPR,2021-09-28,2026-08-28,2022-08-28,FLEX,M,0,
3130ANRL6,OPR,2021-11-26,2027-08-26,2022-08-26,FLEX,Q,0,
3130ANRM4,OPR,2022-02-24,2029-08-24,2022-11-24,FLEX,Q,0,
3130ANRN2,OPR,2022-02-28,2024-08-28,2022-08-28,FLEX,Q,0,
3130ANRP7,OPR,2021-12-13,2024-09-13,2022-09-13,FLEX,Q,0,
3130ANRQ5,OPR,2021-12-09,2026-09-09,2022-09-09,FLEX,Q,0,
3130ANRR3,OPR,2021-12-17,2026-09-17,2022-09-17,FLEX,Q,0,
3130ANRS1,OPR,2021-10-14,2026-09-14,2022-09-14,FLEX,M,0,
3130ANRT9,OPR,2023-08-25,2023-08-25,2023-08-25,ONCE,B,0,
3130ANRU6,OPR,2021-12-17,2026-09-17,2022-09-17,FLEX,Q,0,
3130ANRV4,OPR,2021-12-09,2026-09-09,2022-09-09,COUP,Q,0,
3130ANRX0,OPR,2021-11-26,2023-08-26,2022-08-26,FLEX,Q,0,
3130ANRY8,OPR,2021-11-23,2029-02-23,2022-11-23,FLEX,Q,0,
3130ANRZ5,OPR,2022-08-26,2030-08-26,2022-08-26,CONT,D,0,
3130ANS27,OPR,2023-08-25,2031-08-25,2023-08-25,CONT,D,0,
3130ANS35,OPR,2026-08-25,2036-08-25,2026-08-25,CONT,D,0,
3130ANS43,OPR,2022-09-15,2023-09-15,2022-09-15,FLEX,Q,0,
3130ANS68,OPR,2021-12-17,2026-09-17,2022-09-17,FLEX,Q,0,
3130ANS76,OPR,2022-09-08,2022-09-08,2022-09-08,ONCE,B,0,
3130ANS84,OPR,2021-10-08,2024-11-01,2022-09-08,FLEX,M,0,
3130ANSA9,OPR,2022-08-26,2026-08-26,2022-08-26,FLEX,A,0,
3130ANSB7,OPR,2022-03-17,2026-09-17,2022-09-17,FLEX,Q,0,
3130ANSC5,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,M,0,
3130ANSD3,OPR,2022-08-26,2023-08-26,2022-08-26,FLEX,A,0,
3130ANSE1,OPR,2021-12-17,2031-09-17,2022-09-17,FLEX,Q,0,
3130ANSF8,OPR,2022-08-25,2022-08-25,2022-08-25,ONCE,B,0,
3130ANSG6,OPR,2022-02-25,2026-06-25,2022-11-25,FLEX,Q,0,
3130ANSH4,OPR,2022-08-26,2022-08-26,2022-08-26,ONCE,B,0,
3130ANSJ0,OPR,2021-11-24,2024-05-24,2022-11-24,FLEX,Q,0,
3130ANSK7,OPR,2022-02-23,2024-08-23,2022-11-23,FLEX,Q,0,
3130ANSL5,OPR,2022-08-24,2022-08-24,2022-08-24,ONCE,B,0,
3130ANSM3,OPR,2022-02-25,2024-06-25,2022-11-25,FLEX,Q,0,
3130ANSN1,OPR,2021-12-20,2024-09-20,2022-09-20,FLEX,Q,0,
3130ANSP6,OPR,2022-03-17,2024-10-17,2022-09-17,FLEX,Q,0,
3130ANSQ4,OPR,2022-02-25,2026-03-25,2022-11-25,FLEX,Q,0,
3130ANSR2,OPR,2022-08-25,2028-02-25,2022-08-25,CONT,D,0,
3130ANSS0,OPR,2026-08-26,2031-08-26,2026-08-26,CONT,D,0,
3130ANST8,OPR,2022-08-26,2033-08-26,2022-08-26,CONT,D,0,
3130ANSV3,OPR,2022-06-16,2022-06-16,2022-06-16,ONCE,B,0,
3130ANSW1,OPR,2021-10-13,2024-03-13,2022-09-13,FLEX,M,0,
3130ANSX9,OPR,2021-12-15,2026-09-15,2022-09-15,FLEX,Q,0,
3130ANSY7,OPR,2022-03-17,2027-12-17,2022-09-17,FLEX,Q,0,
3130ANSZ4,OPR,2021-12-16,2026-03-16,2022-09-16,FLEX,Q,0,
3130ANT26,OPR,2021-11-26,2036-08-26,2022-08-26,FLEX,Q,0,
3130ANT34,OPR,2023-03-08,2023-03-08,2023-03-08,ONCE,B,0,
3130ANT42,OPR,2021-12-15,2026-09-15,2022-09-15,FLEX,Q,0,
3130ANT59,OPR,2021-10-15,2026-09-15,2022-09-15,FLEX,M,0,
3130ANT67,OPR,2021-12-15,2026-09-15,2022-09-15,FLEX,Q,0,
3130ANT75,OPR,2021-12-14,2028-09-14,2022-09-14,FLEX,Q,0,
3130ANT83,OPR,2021-12-20,2028-09-20,2022-09-20,FLEX,Q,0,
3130ANT91,OPR,2022-02-25,2024-06-25,2022-11-25,FLEX,Q,0,
3130ANTA8,OPR,2022-09-16,2027-06-16,2022-09-16,FLEX,Q,0,
3130ANTB6,OPR,2022-03-16,2027-03-16,2022-09-16,FLEX,Q,0,
3130ANTC4,OPR,2021-10-28,2024-09-28,2022-08-28,FLEX,M,0,
3130ANTD2,OPR,2021-12-16,2026-09-16,2022-09-16,FLEX,Q,0,
3130ANTE0,OPR,2021-12-14,2028-09-14,2022-09-14,FLEX,Q,0,
3130ANTF7,OPR,2021-12-16,2025-06-16,2022-09-16,FLEX,Q,0,
3130ANTG5,OPR,2021-10-13,2026-08-10,2022-09-13,FLEX,M,0,
3130ANTH3,OPR,2022-03-15,2024-03-15,2022-09-15,FLEX,Q,0,
3130ANTJ9,OPR,2021-12-16,2024-09-16,2022-09-16,FLEX,Q,0,
3130ANTK6,OPR,2021-12-15,2026-12-15,2022-09-15,FLEX,Q,0,
3130ANTL4,OPR,2021-12-16,2031-09-16,2022-09-16,FLEX,Q,0,
3130ANTM2,OPR,2021-11-26,2029-02-26,2022-08-26,FLEX,Q,0,
3130ANTP5,OPR,2022-03-16,2024-09-16,2022-09-16,FLEX,Q,0,
3130ANTR1,OPR,2021-12-03,2036-09-03,2021-12-03,CONT,D,0,
3130ANTS9,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANTV2,OPR,2022-03-16,2025-09-16,2022-09-16,FLEX,Q,0,
3130ANTW0,OPR,2021-10-01,2027-09-01,2022-09-01,FLEX,M,0,
3130ANTX8,OPR,2021-11-26,2031-08-26,2022-08-26,FLEX,Q,0,
3130ANTY6,OPR,2021-12-16,2026-03-16,2022-09-16,FLEX,Q,0,
3130ANTZ3,OPR,2022-09-16,2026-09-16,2022-09-16,FLEX,Q,0,
3130ANU24,OPR,2021-12-10,2025-03-10,2022-09-10,FLEX,Q,0,
3130ANU32,OPR,2021-10-22,2023-09-22,2022-09-22,FLEX,M,0,
3130ANU40,OPR,2021-12-21,2024-03-21,2022-09-21,FLEX,Q,0,
3130ANU57,OPR,2021-12-14,2023-09-14,2021-12-14,CONT,D,0,
3130ANU65,OPR,2021-12-13,2024-09-13,2021-12-13,CONT,D,0,
3130ANU73,OPR,2022-03-14,2026-09-14,2022-03-14,CONT,D,0,
3130ANU81,OPR,2022-09-28,2022-09-28,2022-09-28,ONCE,B,0,
3130ANU99,OPR,2021-12-29,2022-06-29,2022-06-29,COUP,Q,0,
3130ANUA6,OPR,2022-06-30,2022-06-30,2022-06-30,ONCE,B,0,
3130ANUB4,OPR,2021-12-15,2027-03-15,2022-09-15,FLEX,Q,0,
3130ANUC2,OPR,2022-09-16,2026-09-16,2022-09-16,FLEX,A,0,
3130ANUD0,OPR,2022-03-30,2022-03-30,2022-03-30,ONCE,B,0,
3130ANUE8,OPR,2022-03-16,2024-11-08,2022-09-16,FLEX,Q,0,
3130ANUF5,OPR,2022-03-23,2022-03-23,2022-03-23,ONCE,B,0,
3130ANUG3,OPR,2021-12-15,2022-09-15,2022-09-15,FLEX,Q,0,
3130ANUH1,OPR,2021-10-27,2024-09-27,2022-08-27,FLEX,M,0,
3130ANUJ7,OPR,2022-09-15,2027-12-15,2022-09-15,FLEX,Q,0,
3130ANUK4,OPR,2022-09-15,2027-03-15,2022-09-15,FLEX,Q,0,
3130ANUL2,OPR,2021-10-20,2031-06-20,2022-09-20,FLEX,M,0,
3130ANUM0,OPR,2023-09-15,2023-09-15,2023-09-15,ONCE,B,0,
3130ANUN8,OPR,2021-12-21,2026-09-21,2022-09-21,FLEX,Q,0,
3130ANUP3,OPR,2022-09-15,2026-09-15,2022-09-15,FLEX,A,0,
3130ANUQ1,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANUR9,OPR,2021-12-21,2025-03-21,2022-09-21,FLEX,Q,0,
3130ANUT5,OPR,2022-03-16,2026-09-16,2022-09-16,FLEX,Q,0,
3130ANUU2,OPR,2021-12-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANUV0,OPR,2021-12-21,2024-03-21,2022-09-21,FLEX,Q,0,
3130ANUW8,OPR,2021-12-14,2029-09-14,2021-12-14,CONT,D,0,
3130ANUX6,OPR,2021-10-28,2026-09-28,2022-08-28,FLEX,M,0,
3130ANUY4,OPR,2021-12-28,2026-09-28,2022-09-28,COUP,Q,0,
3130ANUZ1,OPR,2021-12-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANV23,OPR,2021-12-21,2029-09-21,2022-09-21,FLEX,Q,0,
3130ANV31,OPR,2022-09-16,2026-09-16,2022-09-16,FLEX,Q,0,
3130ANV49,OPR,2021-10-22,2024-11-15,2022-09-22,FLEX,M,0,
3130ANV56,OPR,2021-10-22,2024-11-15,2022-09-22,FLEX,M,0,
3130ANV64,OPR,2022-09-16,2026-09-16,2022-09-16,FLEX,Q,0,
3130ANV72,OPR,2021-12-23,2026-09-23,2022-09-23,FLEX,Q,0,
3130ANV80,OPR,2021-12-17,2031-09-17,2022-09-17,FLEX,Q,0,
3130ANV98,OPR,2021-10-22,2024-09-22,2022-09-22,FLEX,M,0,
3130ANVA5,OPR,2022-03-10,2024-09-10,2022-09-10,FLEX,Q,0,
3130ANVB3,OPR,2021-12-17,2025-09-17,2022-09-17,FLEX,Q,0,
3130ANVC1,OPR,2022-03-17,2026-03-17,2022-09-17,FLEX,Q,0,
3130ANVD9,OPR,2021-12-23,2026-09-23,2022-09-23,FLEX,Q,0,
3130ANVE7,OPR,2021-12-21,2024-03-21,2022-09-21,FLEX,Q,0,
3130ANVF4,OPR,2021-12-21,2025-03-21,2022-09-21,FLEX,Q,0,
3130ANVG2,OPR,2023-08-28,2023-08-28,2023-08-28,ONCE,B,0,
3130ANVH0,OPR,2021-12-17,2024-12-17,2022-09-17,FLEX,Q,0,
3130ANVJ6,OPR,2021-12-23,2024-09-23,2022-09-23,FLEX,M,0,
3130ANVK3,OPR,2021-12-22,2024-03-22,2022-09-22,FLEX,Q,0,
3130ANVL1,OPR,2021-12-23,2026-09-23,2022-09-23,FLEX,Q,0,
3130ANVM9,OPR,2021-12-22,2026-06-22,2022-09-22,FLEX,Q,0,
3130ANVN7,OPR,2022-03-24,2026-09-24,2022-09-24,FLEX,Q,0,
3130ANVP2,OPR,2021-12-23,2024-09-23,2022-09-23,FLEX,Q,0,
3130ANVQ0,OPR,2021-12-16,2026-03-16,2022-09-16,FLEX,Q,0,
3130ANVR8,OPR,2022-03-14,2026-08-14,2022-09-14,FLEX,Q,0,
3130ANVS6,OPR,2021-11-26,2026-08-26,2022-08-26,FLEX,Q,0,
3130ANVU1,OPR,2022-09-01,2022-09-01,2022-09-01,ONCE,B,0,
3130ANVV9,OPR,2021-12-08,2028-09-08,2021-12-08,CONT,D,0,
3130ANVW7,OPR,2023-09-08,2031-09-08,2023-09-08,CONT,D,0,
3130ANVX5,OPR,2021-12-08,2031-09-08,2021-12-08,CONT,D,0,
3130ANVY3,OPR,2026-09-08,2031-09-08,2026-09-08,CONT,D,0,
3130ANVZ0,OPR,2022-03-14,2025-03-14,2022-09-14,COUP,S,0,
3130ANW22,OPR,2022-02-25,2026-02-25,2022-11-25,FLEX,Q,0,
3130ANW48,OPR,2022-05-27,2025-08-27,2022-08-27,FLEX,Q,0,
3130ANW63,OPR,2021-12-23,2026-09-23,2022-09-23,FLEX,Q,0,
3130ANW71,OPR,2022-06-23,2026-09-23,2022-09-23,FLEX,Q,0,
3130ANW89,OPR,2021-12-17,2026-09-17,2022-09-17,FLEX,Q,0,
3130ANW97,OPR,2023-08-28,2023-08-28,2023-08-28,ONCE,B,0,
3130ANWA4,OPR,2021-12-08,2028-09-08,2022-09-08,FLEX,Q,0,
3130ANWB2,OPR,2022-03-14,2025-03-14,2022-09-14,FLEX,Q,0,
3130ANWC0,OPR,2021-12-15,2025-12-15,2022-09-15,FLEX,Q,0,
3130ANWD8,OPR,2022-06-16,2026-06-16,2023-06-16,FLEX,A,0,
3130ANWE6,OPR,2021-10-28,2026-09-28,2022-08-28,FLEX,M,0,
3130ANWF3,OPR,2022-02-25,2026-08-25,2022-11-25,FLEX,Q,0,
3130ANWG1,OPR,2021-11-26,2024-08-26,2022-08-26,FLEX,Q,0,
3130ANWH9,OPR,2021-12-15,2026-09-15,2022-09-15,FLEX,Q,0,
3130ANWJ5,OPR,2021-12-10,2025-06-10,2022-09-10,FLEX,Q,0,
3130ANWK2,OPR,2021-11-26,2025-02-26,2022-08-26,FLEX,Q,0,
3130ANWL0,OPR,2021-12-15,2031-09-15,2022-09-15,FLEX,Q,0,
3130ANWM8,OPR,2021-12-13,2041-09-13,2021-12-13,CONT,D,0,
3130ANWN6,OPR,2021-12-30,2025-06-30,2022-09-30,FLEX,Q,0,
3130ANWP1,OPR,2021-12-30,2025-09-30,2022-09-30,FLEX,Q,0,
3130ANWQ9,OPR,2021-12-30,2026-03-30,2022-09-30,FLEX,Q,0,
3130ANWR7,OPR,2022-09-29,2022-09-29,2022-09-29,ONCE,B,0,
3130ANWT3,OPR,2023-09-28,2023-09-28,2023-09-28,ONCE,B,0,
3130ANWV8,OPR,2021-12-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANWW6,OPR,2022-03-16,2026-01-16,2022-09-16,FLEX,Q,0,
3130ANWX4,OPR,2021-12-30,2023-09-30,2022-09-30,FLEX,Q,0,
3130ANWY2,OPR,2021-12-27,2029-09-27,2022-09-27,FLEX,Q,0,
3130ANX39,OPR,2022-09-30,2026-09-30,2022-09-30,FLEX,A,0,
3130ANX47,OPR,2022-09-20,2022-09-20,2022-09-20,ONCE,B,0,
3130ANX54,OPR,2021-12-15,2028-09-15,2021-12-15,CONT,D,0,
3130ANX62,OPR,2022-03-30,2025-06-30,2022-09-30,FLEX,Q,0,
3130ANX88,OPR,2021-12-27,2024-09-27,2022-09-27,FLEX,Q,0,
3130ANX96,OPR,2022-03-28,2025-03-28,2022-09-28,FLEX,Q,0,
3130ANXA3,OPR,2021-12-27,2024-12-27,2022-09-27,FLEX,Q,0,
3130ANXC9,OPR,2021-12-29,2026-09-29,2022-09-29,FLEX,Q,0,
3130ANXD7,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130ANXE5,OPR,2022-03-23,2024-12-23,2022-09-23,FLEX,Q,0,
3130ANXF2,OPR,2021-12-29,2025-09-29,2022-09-29,FLEX,Q,0,
3130ANXG0,OPR,2021-12-22,2028-09-22,2022-09-22,FLEX,Q,0,
3130ANXH8,OPR,2021-11-15,2024-10-15,2022-09-15,FLEX,M,0,
3130ANXJ4,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130ANXK1,OPR,2021-12-27,2024-12-27,2022-09-27,FLEX,Q,0,
3130ANXL9,OPR,2022-03-24,2024-12-24,2022-09-24,FLEX,Q,0,
3130ANXM7,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANXN5,OPR,2022-09-28,2022-09-28,2022-09-28,ONCE,B,0,
3130ANXP0,OPR,2026-09-16,2036-09-16,2026-09-16,CONT,D,0,
3130ANXQ8,OPR,2021-12-27,2024-09-27,2022-09-27,FLEX,Q,0,
3130ANXR6,OPR,2022-09-23,2024-10-23,2022-09-23,FLEX,Q,0,
3130ANXS4,OPR,2022-09-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANXT2,OPR,2021-12-28,2024-06-28,2022-09-28,FLEX,Q,0,
3130ANXU9,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANXV7,OPR,2022-03-10,2025-03-10,2022-09-10,COUP,S,0,
3130ANXW5,OPR,2022-06-27,2025-06-27,2023-06-27,FLEX,A,0,
3130ANXX3,OPR,2022-03-29,2025-12-29,2022-09-29,FLEX,Q,0,
3130ANXZ8,OPR,2022-03-29,2026-06-29,2022-09-29,FLEX,Q,0,
3130ANY38,OPR,2021-12-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANY46,OPR,2021-12-30,2023-09-30,2022-09-30,FLEX,Q,0,
3130ANY53,OPR,2022-09-13,2029-09-13,2022-09-13,FLEX,Q,0,
3130ANY79,OPR,2021-12-30,2026-03-30,2022-09-30,FLEX,Q,0,
3130ANY87,OPR,2021-12-30,2026-12-30,2022-09-30,FLEX,Q,0,
3130ANY95,OPR,2021-12-29,2027-09-29,2022-09-29,FLEX,Q,0,
3130ANYA2,OPR,2021-12-30,2026-03-30,2022-09-30,FLEX,Q,0,
3130ANYB0,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANYD6,OPR,2022-07-15,2022-07-15,2022-07-15,ONCE,B,0,
3130ANYE4,OPR,2021-12-28,2024-06-28,2022-09-28,FLEX,Q,0,
3130ANYF1,OPR,2022-09-29,2025-09-29,2022-09-29,FLEX,Q,0,
3130ANYG9,OPR,2022-09-22,2025-03-22,2022-09-22,FLEX,Q,0,
3130ANYH7,OPR,2022-01-07,2022-07-07,2022-07-07,COUP,Q,0,
3130ANYJ3,OPR,2021-12-30,2024-09-30,2022-09-30,FLEX,Q,0,
3130ANYK0,OPR,2022-01-14,2026-10-14,2022-10-14,FLEX,Q,0,
3130ANYL8,OPR,2021-12-28,2028-09-28,2022-09-28,FLEX,Q,0,
3130ANYN4,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANYP9,OPR,2022-09-30,2027-12-30,2022-09-30,FLEX,Q,0,
3130ANYQ7,OPR,2021-12-30,2027-06-30,2022-09-30,FLEX,Q,0,
3130ANYR5,OPR,2022-03-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANYS3,OPR,2021-12-30,2025-04-30,2022-09-30,FLEX,Q,0,
3130ANYT1,OPR,2021-12-30,2024-10-30,2022-09-30,FLEX,Q,0,
3130ANYU8,OPR,2021-12-30,2025-09-30,2022-09-30,FLEX,Q,0,
3130ANYW4,OPR,2022-09-30,2027-03-30,2022-09-30,FLEX,Q,0,
3130ANYX2,OPR,2022-09-30,2026-09-30,2022-09-30,FLEX,A,0,
3130ANYY0,OPR,2022-01-05,2022-01-05,2022-01-05,ONCE,B,0,
3130ANYZ7,OPR,2022-10-14,2022-10-14,2022-10-14,ONCE,B,0,
3130ANZ29,OPR,2022-09-30,2025-09-30,2022-09-30,FLEX,Q,0,
3130ANZ37,OPR,2022-10-21,2022-10-21,2022-10-21,ONCE,B,0,
3130ANZ52,OPR,2021-12-28,2026-09-28,2022-09-28,FLEX,Q,0,
3130ANZ60,OPR,2021-12-27,2025-06-27,2022-09-27,COUP,Q,0,
3130ANZ78,OPR,2022-04-14,2022-04-14,2022-04-14,ONCE,B,0,
3130ANZ94,OPR,2022-03-28,2029-12-28,2022-09-28,FLEX,Q,0,
3130ANZA1,OPR,2022-09-30,2027-09-30,2022-09-30,FLEX,Q,0,
3130ANZB9,OPR,2022-09-30,2027-03-30,2022-09-30,FLEX,Q,0,
3130ANZD5,OPR,2022-09-28,2022-09-28,2022-09-28,ONCE,B,0,
3130ANZE3,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130ANZF0,OPR,2022-03-29,2024-09-29,2022-09-29,FLEX,Q,0,
3130ANZG8,OPR,2022-09-16,2022-09-16,2022-09-16,ONCE,B,0,
3130ANZH6,OPR,2022-07-05,2026-10-05,2022-10-05,FLEX,Q,0,
3130ANZJ2,OPR,2022-04-05,2023-10-05,2022-10-05,FLEX,Q,0,
3130ANZK9,OPR,2022-09-23,2026-09-23,2022-09-23,FLEX,A,0,
3130ANZL7,OPR,2022-09-29,2028-09-29,2022-09-29,FLEX,Q,0,
3130ANZM5,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130ANZN3,OPR,2022-09-07,2022-09-07,2022-09-07,ONCE,B,0,
3130ANZP8,OPR,2021-12-29,2026-09-29,2022-09-29,FLEX,Q,0,
3130ANZQ6,OPR,2022-09-20,2022-09-20,2022-09-20,ONCE,B,0,
3130ANZR4,OPR,2022-03-30,2031-09-30,2022-03-30,CONT,D,0,
3130ANZS2,OPR,2021-12-23,2041-09-23,2021-12-23,CONT,D,0,
3130ANZT0,OPR,2022-09-07,2022-09-07,2022-09-07,ONCE,B,0,
3130ANZU7,OPR,2022-01-21,2026-10-21,2022-10-21,FLEX,Q,0,
3130ANZV5,OPR,2022-01-07,2026-10-07,2022-10-07,COUP,Q,0,
3130ANZW3,OPR,2022-07-15,2026-10-15,2022-10-15,COUP,Q,0,
3130ANZX1,OPR,2022-03-14,2033-09-14,2022-03-14,CONT,D,0,
3130ANZY9,OPR,2023-09-29,2023-09-29,2023-09-29,ONCE,B,0,
3130ANZZ6,OPR,2021-12-30,2031-09-30,2022-09-30,FLEX,Q,0,
3130AP2B0,OPR,2022-09-23,2031-09-23,2022-09-23,FLEX,Q,0,
3130AP2C8,OPR,2021-12-29,2028-09-29,2021-12-29,CONT,D,0,
3130AP2D6,OPR,2022-09-30,2027-03-30,2022-09-30,FLEX,Q,0,
3130AP2E4,OPR,2023-03-30,2023-03-30,2023-03-30,ONCE,B,0,
3130AP2F1,OPR,2022-01-07,2026-10-07,2022-10-07,FLEX,Q,0,
3130AP2G9,OPR,2022-09-30,2025-12-30,2022-09-30,FLEX,Q,0,
3130AP2H7,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130AP2J3,OPR,2023-03-30,2026-09-30,2023-03-30,COUP,S,0,
3130AP2K0,OPR,2021-12-30,2027-09-30,2022-09-30,FLEX,Q,0,
3130AP2L8,OPR,2022-03-29,2026-09-29,2022-09-29,FLEX,Q,0,
3130AP2M6,OPR,2022-03-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130AP2P9,OPR,2022-09-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130AP2Q7,OPR,2021-12-29,2028-09-29,2022-09-29,FLEX,Q,0,
3130AP2R5,OPR,2021-12-30,2027-09-30,2022-09-30,FLEX,Q,0,
3130AP2U8,OPR,2022-01-07,2025-01-07,2022-10-07,FLEX,Q,0,
3130AP2V6,OPR,2022-03-30,2027-12-30,2022-09-30,FLEX,Q,0,
3130AP2W4,OPR,2023-09-28,2029-09-28,2023-09-28,FLEX,Q,0,
3130AP2X2,OPR,2021-12-30,2025-12-30,2022-09-30,FLEX,Q,0,
3130AP2Y0,OPR,2022-09-30,2024-12-30,2022-09-30,FLEX,Q,0,
3130AP2Z7,OPR,2022-03-28,2025-03-28,2022-09-28,FLEX,Q,0,
3130AP3A1,OPR,2022-03-29,2026-06-29,2022-09-29,FLEX,Q,0,
3130AP3B9,OPR,2021-12-23,2031-09-23,2021-12-23,CONT,D,0,
3130AP3C7,OPR,2021-12-30,2026-09-30,2022-09-30,FLEX,Q,0,
3130AP3E3,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130AP3F0,OPR,2021-12-29,2025-08-29,2022-09-29,FLEX,Q,0,
3130AP3G8,OPR,2021-12-30,2025-05-30,2022-09-30,FLEX,Q,0,
3130AP3H6,OPR,2021-12-28,2025-11-28,2022-09-28,FLEX,Q,0,
3130AP3J2,OPR,2021-12-30,2025-01-30,2022-09-30,FLEX,Q,0,
3130AP3K9,OPR,2021-12-29,2024-11-29,2022-09-29,FLEX,Q,0,
3130AP3M5,OPR,2022-09-28,2022-09-28,2022-09-28,ONCE,B,0,
3130AP3P8,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130AP3R4,OPR,2021-12-23,2036-09-23,2021-12-23,CONT,D,0,
3130AP3S2,OPR,2022-09-30,2022-09-30,2022-09-30,ONCE,B,0,
3130AP3W3,OPR,2022-09-30,2025-09-30,2022-09-30,FLEX,A,0,
3130AP3X1,OPR,2021-11-15,2026-10-15,2022-09-15,FLEX,M,0,
3130AP3Y9,OPR,2022-09-29,2023-09-29,2022-09-29,FLEX,Q,0,
3130AP3Z6,OPR,2021-12-30,2031-09-30,2022-09-30,FLEX,Q,0,
3130AP4A0,OPR,2022-01-26,2026-10-26,2022-10-26,FLEX,Q,0,
